publisher_id,bgg_id,name_en,description,country_code
pub_2891,2891,Pando Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_27545,27545,Tempo Games (I),"<p>published a version of <a href=""/boardgame/11/bohnanza"" >Bohnanza</a></p>",
pub_55,55,"U.S. Games Systems, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_59246,59246,Rollinmats,"<p>Playmats for board games. Discover our range of unique and customizable table mats for board games.</p> <p>Board Game Mats<br /> At Rollinmats, we pride ourselves on offering an extensive selection",
pub_46732,46732,Alis Games,"<p>From website:</p> <p>Kiedy piszę te słowa listopadowe popołudnie już dawno rozpostarło swoje ramiona otaczając mnie chłodem i zapowiadając kolejne, mroźniejsze wieczory.</p> <p>Nie zamierzam utyski",
pub_29931,29931,KTBG,"<p>Games from <strong>KTBG</strong> &mdash; a.k.a., Kids Table BG or Kids Table Board Gaming &mdash; are fun and engaging experiences for EVERYONE. Our games are great for adults to play with kids, fo",
pub_4539,4539,MB Giochi,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_8931,8931,MB Jeux,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_17039,17039,MB Juegos,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_17055,17055,MB peli,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6290,6290,MB Spiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_35671,35671,Mind Bottling Games,"<p>Mind Bottling Games developed and published their first game, Dice Throne, in 2017. It was over 1200% funded on Kickstarter, raising $181k by 3,650 backers. MBG plans on launching Dice Throne 2 Nov",
pub_4238,4238,Paizo Publishing,"<p>Paizo Inc. is publisher of the award-winning Pathfinder Roleplaying Game, Pathfinder Adventure Card Game, Pathfinder Tales novels, Starfinder science-fantasy roleplaying game, as well as numerous b",
pub_41026,41026,After 5 Games,<p>An Iranian publishing and producing company. Active since 2017.</p>,
pub_56136,56136,Asmocat Games,"<p>Publisher of Nordic edition of <a href=""/boardgame/131357/coup"" >Coup</a></p>",
pub_29797,29797,El Dragón Azul,<p>We are a publisher that works on improve Argentinian boardgames. Working with the best possible quality of materials in the market.</p> <p>For more information you can contact us via email to conta,
pub_25022,25022,Igrato,<p>game publisher</p>,
pub_49985,49985,Lelekan,<p>Lelekan is a board game store and publisher for those who love board games as much as we do. We created this space in 2017 so that everyone can find a game for themselves - from simple family enter,
pub_12106,12106,Stone Blade Entertainment,"<p><strong>Stone Blade Entertainment</strong> was founded in 2010 by Justin Gary under the name &quot;Gary Games&quot;. The publisher's first release, <em>Ascension: Chronicle of the Godslayer</em>, h",
pub_26236,26236,Ultra PRO,"<p>Ultra PRO International LLC (&quot;Ultra PRO&quot;) is the leading manufacturer and supplier of sports and gaming collectibles accessories, photo and scrapbooking albums and pages and Ultra Sleeves",
pub_43865,43865,Motor City Gameworks,"<p><strong>Motor City Gameworks</strong> is the creation of Matt Riddle, Ben Pinchback, and Adam Hill. As of 2024, Matt, Ben, and Adam have over 25 published board games across many publishers.</p> <p",
pub_28660,28660,CreativaMente,"<p>Since 2002 CreativaMente designs, produces and sells board games, with the aim of making adults and children to play together, by offering fun as well as learning opportunities.</p> <p>CreativaMent",
pub_43891,43891,Grand Trunk Games,"<p>Dedicated to making 18xx available, affordable, and approachable.</p>",
pub_4315,4315,Wild Heaven,"<p>Independent publisher of <a href=""/boardgamedesigner/5586/yasutaka-ikeda"" >Yasutaka Ikeda</a></p>",
pub_38360,38360,Forbidden Games,"<p><strong>Forbidden Games, Inc.</strong> is a publisher focused on creating high-quality gateway games. Forbidden was founded in late 2017 by two game industry veterans: Jason Kapalka (co-founder of ",
pub_28175,28175,5th Peg,<p>Handmade hardwood cribbage boards with 1/4&quot; brass pegs and holes for easy pegging.</p>,
pub_16336,16336,C.R. Gibson,"<p>website: <a rel=""nofollow"" href=""http://www.crgibson.com"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.crgibson.com</a></p>",
pub_1714,1714,Chronicle Books,"<p><strong>Chronicle Books</strong> was founded in 1967 and over the years has developed a reputation for award-winning, innovative books, games, and gift products. Recognized as one of the 50 best sm",
pub_23566,23566,Field Mfg. Co.,"<p>Found a cribbage board and box that says:</p> <p>&quot;FIELD MFG. CO., Inc N.Y., N.Y.&quot; - On Box<br /> and<br /> &quot;FIELD MFG. CO. N.Y.C&quot; on board</p> <p>Below is a listing on ebay that",
pub_7919,7919,Frameworth Sports Marketing,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_40076,40076,Gapple,"<p>Gapple is an anodized aluminum cribbage board and metal cribbage peg manufacturer based out of Minneapolis, MN since 2012. Gapple specializes in games that are proudly made in the US and made out o",
pub_9938,9938,Halsall,"<p>UK toy and game company<br /> <a rel=""nofollow"" href=""http://www.dhalsall.com/"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.dhalsall.com/</a></p>",
pub_859,859,Hoyle Products,"<p>As most of us know, if something is &quot;according to HOYLE&reg;,&quot; then it must be accurate and trustworthy. This all began over two hundred years ago when lawyer Edmond Hoyle's writings beca",
pub_698,698,JK Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21378,21378,Lash's Bitters,<p>Once considered the best laxative in America. They also made other claims where 'taking the Bitters' was sound medical advice</p>,
pub_6720,6720,MacGregor Historic Games,"<p><strong>MaGregor Historic Games</strong> aka <strong>Rose &amp; Pentagram Design</strong> is a small business focused on researching and preserving board, dice and card games from the past.</p> <p>",
pub_2188,2188,Pavilion,"<p>Pavilion is not actually a publishing company but rather a trademark used by Geoffrey, inc., which is basically Toys R Us. They also sometimes use the phrase &quot;Pavilion Games&quot;. Additional ",
pub_55958,55958,Queensell,<p><strong>Queensell Inc.</strong> was founded in 2021 in the U.S. by a group of Ukrainians passionate about classic board games. The company specializes in offering a curated selection of timeless fa,
pub_21373,21373,Schweppes,<p>Publisher of at least one promotional game.</p>,
pub_2625,2625,Sterling Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_329,329,Whitman,"<p>1916 - Started as a publishing subsidiary of <a href=""/boardgamepublisher/5700/western-publishing-company"" >Western Publishing Company</a>.</p> <p>1979 - <a href=""/boardgamepublisher/93/mattel-inc""",
pub_32485,32485,"Sony Interactive Entertainment, LLC","<p><em>&quot;They're old games, why would anyone play them?&quot;</em> - CEO Jim Ryan</p> <p>Sony Computer Entertainment is a multinational video game and digital entertainment company that is a subsi",
pub_57743,57743,Gramatury,"<p>Gramatury is a publishing house created out of passion for board games. We have been involved in the industry since 2014. We have worked in various publishing houses. Now, richer in experience, we ",
pub_54347,54347,PlayPunk,"<p>Antoine Bauza and Thomas Provoost, two veterans of the board game industry, decided to set up a new publishing company based on their solid experience and shared vision of the publishing profession",
pub_1060,1060,Ediciones de Mente,"<p><strong>Ediciones de Mente</strong> is an Argentinian publisher, the flagship brand of the company Juegos &amp; Co. SRL. It was founded in 1980 in Buenos Aires by <a href=""/boardgamedesigner/1808/j",
pub_1705,1705,Face2Face Games,"<p><a rel=""nofollow"" href=""https://boardgamegeek.com/thread/59810/interviews-optimist-23-lawrence-whalen"" onclick=""window.open(this.href, '_blank'); return false;"">https://boardgamegeek.com/thread/598",
pub_920,920,Miro Company,"<p>reference: <a rel=""nofollow"" href=""http://www.reynolds-s-a.freeserve.co.uk/WG.HTM"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.reynolds-s-a.freeserve.co.uk/WG.HTM</a></p> <",
pub_26421,26421,Tíkallinn,<p>Icelandic publisher of F&iacute;ask&oacute; (a.k.a. Time's Up!) and Algj&ouml;rt F&iacute;ask&oacute; (a.k.a. Time's Up! &Eacute;dition purple).</p>,
pub_12114,12114,"Firaxis Games, Inc.","<p><a rel=""nofollow"" href=""http://en.wikipedia.org/wiki/Firaxis_Games"" onclick=""window.open(this.href, '_blank'); return false;"">From Wikipedia</a></p> <p>Firaxis Games is a computer game developer. I",
pub_39898,39898,Naylor Games,"<p>Naylor Games is a game publishing company based in Croydon, UK. &quot;Magnate: The First City&quot; is its first title.</p> <p>Naylor Games purchased <em><a href=""/boardgamepublisher/39520/east-str",
pub_6015,6015,Hurrican,"<p>Link to their webpage: <a rel=""nofollow"" href=""http://www.hurricangames.com/"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.hurricangames.com/</a></p>",
pub_46512,46512,IV Studio,"<p><strong>IV Studio</strong> originally made its name in the world of animation, producing creative projects for well-known clients like Bad Robot and Nike.</p> <p>Over time, the studio transitioned ",
pub_27876,27876,Odd Bird Games,"<p>Odd Bird endeavors to author fantastical, offbeat&mdash;sometimes odd&mdash;stories and help them take flight as tabletop games, card games, digital apps, novellas, comics, animated film, or any ot",
pub_29340,29340,Meromorph Games,<p>Meromorph Games was founded by twin brothers Matthew &amp; Kevin Bishop to spread their love of great games and great art.</p>,
pub_36041,36041,Parallel Games,"<p>Like many gamers, we were introduced to the world of tabletop through a friend. In our case, that friend was a mentor and teacher. While attending Dave Arneson's course &quot;Rules of the Game&quot",
pub_7452,7452,Österreichisches Spiele Museum e.V.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_585,585,Surprised Stare Games Ltd,"<p>We design and publish games that people want to play again and again; games that are colourful and rich in theme and detail; games that are innovative and, most importantly, fun! <br /> Step inside",
pub_14351,14351,White Castle,<p>Game publisher</p>,
pub_11576,11576,Wilson Games,<p>Publisher of Stock ~ Split</p>,
pub_47767,47767,Novelty Corp,"<p>Novelty Corp de M&eacute;xico S.A. de C.V. is a company in the games, puzzles and books segment, committed to bringing quality moments of entertainment and conviviality to young and old, generating",
pub_57274,57274,YaoPlay,"<p><em><strong>YaoPlay</strong></em> or <a href=""/boardgamepublisher/60468/you-xi-shi-guang"" >游隙时光</a> is a new publishing company established in 2023.</p> <p>Based on insights into the contemporary y",
pub_60468,60468,游隙时光,"<p><em><strong>游隙时光</strong></em> or <a href=""/boardgamepublisher/57274/yaoplay"" >YaoPlay</a> (previously <a href=""/boardgamepublisher/60462/gap-times"" >Gap Times</a> before 2025) is a publishing comp",
pub_5936,5936,Modiano,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_29184,29184,Wolff Designa,"<p>We are an indie game design and publishing studio. We are passionate about what we do and we aim to share with you the best gaming experience, that we possibly can. Played our game? Drop us a line!",
pub_3501,3501,A. F. Blake Enterprises,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
